Chrom	Start	End	GeneID	GeneName	
Scate-ma1	34856733	34876143	Scate00370	Adipocyte plasma membrane-associated protein-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	34878433	34904824	Scate00371	ACSS1	
Scate-ma1	34945071	34952623	Scate00372	VSX1	
Scate-ma1	35002056	35030561	Scate00373	Ectonucleoside triphosphate diphosphohydrolase 6 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	35057866	35087760	Scate00374	PYGB	
Scate-ma1	35098080	35119471	Scate00375	Monoacylglycerol lipase ABHD12-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	35133879	35142134	Scate00376	GINS1	
Scate-ma1	35145017	35183545	Scate00377	Ninl	
Scate-ma1	35192632	35202676	Scate00378	Eukaryotic initiation factor 4A-III-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	35205447	35233334	Scate00379	ATL2	
Scate-ma1	35280060	35312165	Scate00380	Heterogeneous nuclear ribonucleoprotein L-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	35322642	35344681	Scate00381	GALM	
Scate-ma1	35339626	35344637	Scate00382	SRSF7	
Scate-ma1	35345681	35350936	Scate00383	Gem-associated protein 6-like (Crotalus horridus OX%3D35024)	
Scate-ma1	35355413	35387111	Scate00384	DHX57	
Scate-ma1	35388994	35395063	Scate00385	Morn2	
Scate-ma1	35409353	35428996	Scate00386	ARHGEF33	
Scate-ma1	35436425	35484999	Scate00387	Sos1	
Scate-ma1	35491048	35549243	Scate00388	MAP4K5	
Scate-ma1	35555996	35556530	Scate00389	Tmem178	
Scate-ma1	35576476	35590854	Scate00390	THUMPD2	
Scate-ma1	35630510	35655963	Scate00391	slc8a1	
Scate-ma1	36215546	36238567	Scate00392	28S ribosomal protein S5%2C mitochondrial-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	36246906	36256631	Scate00393	Mal	
Scate-ma1	36297515	36308124	Scate00394	MALL	
Scate-ma1	36311830	36342460	Scate00395	NPHP1	
Scate-ma1	36364242	36392183	Scate00396	TPC1	
Scate-ma1	36395336	36428350	Scate00397	BUB1	
Scate-ma1	36514805	36524469	Scate00398	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	36816206	36877009	Scate00399	ANAPC1	
Scate-ma1	37006567	37009249	Scate00400	FBLN7	
Scate-ma1	37022889	37027781	Scate00401	FBLN7	
Scate-ma1	37058614	37067673	Scate00402	ZC3H6	
Scate-ma1	37070359	37076808	Scate00403	ZC3H6	
Scate-ma1	37081512	37093374	Scate00404	Ctnna2	
Scate-ma1	37103974	37123721	Scate00405	TTL	
Scate-ma1	37133498	37155481	Scate00406	POLR1B	
Scate-ma1	37171454	37177310	Scate00407	Protein canopy homolog 3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	37189639	37203269	Scate00408	Glycine N-methyltransferase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	37203446	37224099	Scate00409	PEX6	
Scate-ma1	37249281	37272394	Scate00410	PPP2R5D	
Scate-ma1	37293917	37299138	Scate00411	Male-enhanced antigen 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	37310285	37325846	Scate00412	Kelch domain-containing protein 3-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	37372696	37395009	Scate00413	NPAS4	
Scate-ma1	37420318	37431600	Scate00414	RRP36	
Scate-ma1	37646653	37676967	Scate00415	LOC100562073	
Scate-ma1	37687232	37702031	Scate00416	Cullin-9 (Crotalus horridus OX%3D35024)	
Scate-ma1	37705741	37713906	Scate00417	CUL9	
Scate-ma1	37720665	37730905	Scate00418	39S ribosomal protein L2%2C mitochondrial (Crotalus horridus OX%3D35024)	
Scate-ma1	37757678	37773480	Scate00419	Kinesin light chain 4-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	37803224	37811927	Scate00420	HEBP1	
Scate-ma1	37854455	37868778	Scate00421	Sh2b2	
Scate-ma1	38022384	38050018	Scate00422	Tyrosine-protein kinase-like 7-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	38133377	38140325	Scate00423	SRF	
Scate-ma1	38147188	38209053	Scate00424	Cullin-9 (Crotalus horridus OX%3D35024)	
Scate-ma1	38323070	38329859	Scate00425	TTBK1	
Scate-ma1	38345170	38361290	Scate00426	SLC22A7	
Scate-ma1	38430599	38434467	Scate00427	calm1	
Scate-ma1	38649914	38685296	Scate00428	Tetratricopeptide repeat protein 7A (Crotalus adamanteus OX%3D8729)	
Scate-ma1	38689840	38699634	Scate00429	Multiple coagulation factor deficiency protein 2-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	38788979	38798864	Scate00430	gch1	
Scate-ma1	38807729	38816832	Scate00431	Cysteine-rich PDZ-binding protein-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	38816885	38839137	Scate00432	Phosphatidylinositol-glycan biosynthesis class F protein (Crotalus horridus OX%3D35024)	
Scate-ma1	38834730	38843942	Scate00433	Rho-related GTP-binding protein RhoQ-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	38901958	38908126	Scate00434	L345_06638	
Scate-ma1	38913323	38914384	Scate00435	L345_06638	
Scate-ma1	38920738	38925253	Scate00436	L345_06634	
Scate-ma1	38950592	38965087	Scate00437	Endothelial PAS domain-containing protein 1 (Crotalus horridus OX%3D35024)	
Scate-ma1	38983046	38986536	Scate00438	L345_10240	
Scate-ma1	39192506	39214002	Scate00439	PRKCE	
Scate-ma1	39439158	39457218	Scate00440	SRBD1	
Scate-ma1	39472899	39475589	Scate00441	SRBD1	
Scate-ma1	39574171	39577464	Scate00442	SRBD1	
Scate-ma1	39774197	39783514	Scate00443	TBX6	
Scate-ma1	39819159	39823788	Scate00444	PPP4C	
Scate-ma1	39846440	39848195	Scate00445	Fructose-bisphosphate aldolase (Crotalus horridus OX%3D35024)	
Scate-ma1	40106890	40113060	Scate00446	SIX3	
Scate-ma1	40540375	40573865	Scate00447	PREPL	
Scate-ma1	40575511	40599493	Scate00448	Neutral and basic amino acid transport protein rBAT-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	40660528	40665974	Scate00449	PPM1B	
Scate-ma1	40911130	40945379	Scate00450	DYNC2LI1	
Scate-ma1	40950500	40985991	Scate00451	PLEKHH2	
Scate-ma1	41121064	41149951	Scate00452	THADA	
Scate-ma1	42049893	42080694	Scate00453	HAAO	
Scate-ma1	42209497	42243186	Scate00454	Metastasis-associated protein MTA3 isoform X2 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	42392542	42399603	Scate00455	Cytochrome c oxidase subunit 7A-related protein%2C mitochondrial-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	42503196	42503747	Scate00456	Immediate early response 2 protein-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	42533146	42563251	Scate00457	EML4	
Scate-ma1	42998490	43002456	Scate00458	PKDCC	
Scate-ma1	43241990	43263877	Scate00459	L345_07282	
Scate-ma1	43288516	43299442	Scate00460	PRPH2	
Scate-ma1	43305374	43372469	Scate00461	E3 ubiquitin-protein ligase UBR2 isoform X1 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	43465559	43483090	Scate00462	TRERF1	
Scate-ma1	43491141	43499274	Scate00463	Mitochondrial ribosomal protein S10 (Crotalus horridus OX%3D35024)	
Scate-ma1	43502715	43517795	Scate00464	Uncharacterized protein (Crotalus horridus OX%3D35024)	
Scate-ma1	43609594	43626014	Scate00465	SYT14	
Scate-ma1	43660586	43672527	Scate00466	SERTA domain-containing protein 4-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	43751748	43763614	Scate00467	HHAT	
Scate-ma1	44096623	44101774	Scate00468	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	44153438	44182821	Scate00469	REST corepressor 3-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	44188189	44210987	Scate00470	TRAF5	
Scate-ma1	44212441	44215226	Scate00471	TRAF5	
Scate-ma1	44235806	44237416	Scate00472	unknown function	
Scate-ma1	44307007	44317304	Scate00473	Zinc transporter 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	44356218	44376321	Scate00474	NEK2	
Scate-ma1	44503329	44552754	Scate00475	INTS7	
Scate-ma1	44554177	44584325	Scate00476	DTL	
Scate-ma1	44616040	44665007	Scate00477	Serine/threonine protein phosphatase 2A regulatory subunit (Crotalus adamanteus OX%3D8729)	
Scate-ma1	44670172	44694874	Scate00478	tmem206	
Scate-ma1	44696279	44702758	Scate00479	NENF	
Scate-ma1	44777166	44780876	Scate00480	ATF3	
Scate-ma1	44818121	44822757	Scate00481	BATF3	
Scate-ma1	44838998	44851162	Scate00482	NSL1	
Scate-ma1	44851287	44862425	Scate00483	TATDN3	
Scate-ma1	44882317	44895705	Scate00484	FLVCR1	
Scate-ma1	44904857	44906817	Scate00485	VASH2	
Scate-ma1	44923015	44926738	Scate00486	VASH2	
Scate-ma1	44939400	44946826	Scate00487	Protein angel homolog 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	45024712	45033354	Scate00488	Ribosomal protein S6 kinase delta-1 isoformX2 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	45795133	45821113	Scate00489	N-lysine methyltransferase SMYD2 (Crotalus horridus OX%3D35024)	
Scate-ma1	45835244	45878782	Scate00490	PTPN14	
Scate-ma1	45974746	46008133	Scate00491	L345_04150	
Scate-ma1	46306354	46342386	Scate00492	KCTD3	
Scate-ma1	46343907	46375641	Scate00493	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	46472398	46505964	Scate00494	L345_04149	
Scate-ma1	46637059	46641481	Scate00495	L345_04214	
Scate-ma1	46680566	46757450	Scate00496	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	46832290	46839454	Scate00497	ESRRG	
Scate-ma1	47551939	47564989	Scate00498	G patch domain-containing protein 2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	47621391	47637626	Scate00499	SPATA17	
Scate-ma1	47935163	47935781	Scate00500	L345_07187	
Scate-ma1	48042649	48060074	Scate00501	Transforming growth factor beta (Crotalus adamanteus OX%3D8729)	
Scate-ma1	48360184	48364094	Scate00502	LYPLAL1	
Scate-ma1	48526785	48530911	Scate00503	SLC30A10	
Scate-ma1	48530948	48538551	Scate00504	SLC30A10	
Scate-ma1	48560976	48615310	Scate00505	Bifunctional aminoacyl-tRNA synthetase-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	48615823	48631020	Scate00506	3'(2')%2C5'-bisphosphate nucleotidase 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	48631450	48668650	Scate00507	IARS2	
Scate-ma1	48669773	48726306	Scate00508	Rab3gap2	
Scate-ma1	48800933	48830665	Scate00509	Non-specific serine/threonine protein kinase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	48858457	48872112	Scate00510	MOSC2	
Scate-ma1	48875929	48884531	Scate00511	LOC100560029	
Scate-ma1	48929204	48937538	Scate00512	HLX	
Scate-ma1	49224072	49229668	Scate00513	DUSP10	
Scate-ma1	49438117	49463014	Scate00514	HHIPL2	
Scate-ma1	49467216	49483000	Scate00515	Taf1a	
Scate-ma1	49488462	49519188	Scate00516	MIA3	
Scate-ma1	49530962	49555097	Scate00517	Axin interactor%2C dorsalization-associated protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	49561044	49579653	Scate00518	BRO1 domain-containing protein BROX-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	49582750	49590162	Scate00519	BROX	
Scate-ma1	49646353	49662045	Scate00520	DISP1	
Scate-ma1	49737872	49742122	Scate00521	SUSD4	
Scate-ma1	49939767	49962575	Scate00522	Calpain-2 catalytic subunit-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	49963457	50001580	Scate00523	Apoptosis-stimulating of p53 protein 2 isoform 1 (Crotalus horridus OX%3D35024)	
Scate-ma1	50059787	50071457	Scate00524	FBXO28	
Scate-ma1	50083411	50091810	Scate00525	Sphingolipid delta(4)-desaturase DES1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	50108167	50157120	Scate00526	NVL	
Scate-ma1	50157467	50165628	Scate00527	Cornichon-like 4 (Crotalus horridus OX%3D35024)	
Scate-ma1	50173025	50210393	Scate00528	WDR26	
Scate-ma1	50416262	50448722	Scate00529	DNAH14	
Scate-ma1	50449788	50471908	Scate00530	DNAH6	
Scate-ma1	50495365	50513383	Scate00531	DNAH14	
Scate-ma1	50529315	50578807	Scate00532	DNAH6	
Scate-ma1	50584604	50609343	Scate00533	Lamin-B receptor (Crotalus horridus OX%3D35024)	
Scate-ma1	50642716	50680748	Scate00534	Enah	
Scate-ma1	50798138	50805946	Scate00535	Signal recognition particle 9 kDa protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	50824081	50843501	Scate00536	EPHX1	
Scate-ma1	50857260	50900949	Scate00537	Transmembrane protein 63A (Crotalus horridus OX%3D35024)	
Scate-ma1	50921176	50925950	Scate00538	LEFTY2	
Scate-ma1	50940116	50952944	Scate00539	Protein SDE2 homolog (Crotalus adamanteus OX%3D8729)	
Scate-ma1	50995005	51001637	Scate00540	Histone H3 (Crotalus horridus OX%3D35024)	
Scate-ma1	51020670	51034849	Scate00541	ACBD3	
Scate-ma1	51044847	51079043	Scate00542	PARP1	
Scate-ma1	51087079	51125206	Scate00543	Poly [ADP-ribose] polymerase (Crotalus horridus OX%3D35024)	
Scate-ma1	51269763	51282999	Scate00544	ITPKB	
Scate-ma1	51370259	51394091	Scate00545	Presenilin (Crotalus adamanteus OX%3D8729)	
Scate-ma1	51437331	51473237	Scate00546	Uncharacterized protein (Crotalus horridus OX%3D35024)	
Scate-ma1	51480697	51553699	Scate00547	CDC42BPA	
Scate-ma1	51556864	51561124	Scate00548	CDC42BPA	
Scate-ma1	51690339	51739421	Scate00549	XDH	
Scate-ma1	51772725	51790281	Scate00550	CAPN14	
Scate-ma1	52435063	52449313	Scate00551	Lysocardiolipin acyltransferase 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	52676555	52683474	Scate00552	Protein yippee-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	53389661	53436267	Scate00553	ALK	
Scate-ma1	53439271	53443193	Scate00554	ALK	
Scate-ma1	53453359	53483233	Scate00555	CAP-Gly domain-containing linker protein 4-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	53529710	53561733	Scate00556	L345_04983	
Scate-ma1	53600600	53629312	Scate00557	WD repeat-containing protein 43-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	53632407	53641608	Scate00558	TRMT61B	
Scate-ma1	53644377	53655913	Scate00559	SPDYA	
Scate-ma1	53672751	53688158	Scate00560	Serine/threonine-protein phosphatase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	53746514	53840528	Scate00561	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	53920293	53920628	Scate00562	Fos-related antigen 2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	54108299	54123401	Scate00563	BRE	
Scate-ma1	54172541	54194391	Scate00564	RBKS	
Scate-ma1	54217490	54222949	Scate00565	39S ribosomal protein L33%2C mitochondrial (Crotalus adamanteus OX%3D8729)	
Scate-ma1	54398949	54417056	Scate00566	SLC4A1AP	
Scate-ma1	54421686	54434049	Scate00567	SUPT7L	
Scate-ma1	55957004	55990536	Scate00568	Mocs1	
Scate-ma1	56057950	56086310	Scate00569	DAAM2	
Scate-ma1	56308010	56336929	Scate00570	KIF6	
Scate-ma1	56424555	56437971	Scate00571	KCNK16	
Scate-ma1	56444256	56444878	Scate00572	KCNK17	
Scate-ma1	56468146	56473350	Scate00573	KCNK17	
Scate-ma1	56616670	56620416	Scate00574	KCNK5	
Scate-ma1	56751213	56757012	Scate00575	GLP1R	
Scate-ma1	56763519	56765226	Scate00576	GLP1R	
Scate-ma1	56815449	56964194	Scate00577	DNAH5	
Scate-ma1	56969664	56978658	Scate00578	Lactoylglutathione lyase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	56987431	56996445	Scate00579	BTBD9	
Scate-ma1	57865067	57870781	Scate00580	MDGA1	
Scate-ma1	57962150	57980201	Scate00581	MDGA1	
Scate-ma1	58009789	58021061	Scate00582	MDGA1	
Scate-ma1	58306983	58319700	Scate00583	ccdc167	
Scate-ma1	58322327	58369416	Scate00584	Cap-specific mRNA (Nucleoside-2'-O-)-methyltransferase 1-like (Crotalus horridus OX%3D35024)	
Scate-ma1	58376300	58392481	Scate00585	RNF8	
Scate-ma1	58402992	58428595	Scate00586	AARS2	
Scate-ma1	58429883	58451076	Scate00587	RGS22	
Scate-ma1	58478593	58485806	Scate00588	TCTE1	
Scate-ma1	58566851	58573505	Scate00589	Nfkbie	
Scate-ma1	58581379	58595245	Scate00590	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (Crotalus horridus OX%3D35024)	
Scate-ma1	58599857	58616826	Scate00591	Heat shock cognate protein HSP 90-beta-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	58623806	58647054	Scate00592	Equilibrative nucleoside transporter 1-like (Crotalus horridus OX%3D35024)	
Scate-ma1	58711198	58760932	Scate00593	Golga3	
Scate-ma1	58805239	58836599	Scate00594	Calpain-1 catalytic subunit-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	58858357	58895205	Scate00595	TMEM63B	
Scate-ma1	58966690	58969765	Scate00596	39S ribosomal protein L14%2C mitochondrial-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	59432802	59454690	Scate00597	L345_04144	
Scate-ma1	59644355	59669227	Scate00598	28S ribosomal protein S18a%2C mitochondrial (Crotalus horridus OX%3D35024)	
Scate-ma1	59686216	59695930	Scate00599	RSPH9	
Scate-ma1	59718263	59731784	Scate00600	Epoxide hydrolase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	59732580	59735378	Scate00601	MAD2L1BP	
Scate-ma1	59737676	59748966	Scate00602	GTPBP2	
Scate-ma1	59757055	59766622	Scate00603	DNA-directed DNA polymerase eta (Crotalus horridus OX%3D35024)	
Scate-ma1	59767857	59809616	Scate00604	Exportin-5 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	59812196	59819411	Scate00605	DNA-directed RNA polymerases I and III subunit RPAC1 isoform 1 (Crotalus horridus OX%3D35024)	
Scate-ma1	59819687	59834153	Scate00606	Protein YIPF3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	59844891	59854752	Scate00607	LRRC73	
Scate-ma1	59858286	59879352	Scate00608	Tjap1	
Scate-ma1	59958015	59962817	Scate00609	Protein delta homolog 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	60003864	60030855	Scate00610	ABCC10	
Scate-ma1	60039651	60065338	Scate00611	ZNF318	
Scate-ma1	60076702	60099765	Scate00612	ZNF318	
Scate-ma1	60107017	60133694	Scate00613	RASGRP3	
Scate-ma1	60175528	60242287	Scate00614	LTBP1	
Scate-ma1	60438150	60463033	Scate00615	Tetratricopeptide repeat protein 27-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	60513296	60529952	Scate00616	Tetratricopeptide repeat protein 27-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	60550255	60559310	Scate00617	BIRC6	
Scate-ma1	60560534	60564955	Scate00618	BIRC6	
Scate-ma1	60593491	60702997	Scate00619	BIRC6	
Scate-ma1	60711056	60718468	Scate00620	Protein YIPF (Crotalus adamanteus OX%3D8729)	
Scate-ma1	60729111	60740937	Scate00621	NLRC4	
Scate-ma1	60934248	60963504	Scate00622	rmdn2	
Scate-ma1	60972644	60983780	Scate00623	Cytochrome P450 1B1 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	61026967	61030000	Scate00624	NANP	
Scate-ma1	61046960	61056694	Scate00625	SULT6B1	
Scate-ma1	61063107	61093923	Scate00626	Interferon-induced%2C double-stranded RNA-activated protein kinase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	61097135	61107316	Scate00627	Coiled-coil domain-containing protein 75-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	61110072	61164382	Scate00628	HEATR5B	
Scate-ma1	61169958	61218115	Scate00629	STRN	
Scate-ma1	61225298	61240118	Scate00630	VIT	
Scate-ma1	61288157	61291237	Scate00631	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	61317141	61331469	Scate00632	soga3	
Scate-ma1	61365730	61395036	Scate00633	Fez2	
Scate-ma1	61402753	61414411	Scate00634	Cysteine-rich motor neuron 1 protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	62899906	62906762	Scate00635	SULT6B1	
Scate-ma1	62907786	62928337	Scate00636	CEBPZ	
Scate-ma1	62928593	62942045	Scate00637	NDUFAF7	
Scate-ma1	62946893	62974657	Scate00638	Serine/threonine-protein kinase (Crotalus adamanteus OX%3D8729)	
Scate-ma1	63006816	63020884	Scate00639	Glutaminyl-peptide cyclotransferase (Crotalus horridus OX%3D35024)	
Scate-ma1	63022527	63045867	Scate00640	Zinc transporter 6 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	63051516	63085160	Scate00641	SPAST	
Scate-ma1	63089111	63091755	Scate00642	Dpy-30 (Crotalus horridus OX%3D35024)	
Scate-ma1	63138295	63159435	Scate00643	Protein MEMO1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	63259322	63260766	Scate00644	SRD5A2	
Scate-ma1	63289446	63330698	Scate00645	AHCTF1	
Scate-ma1	63340306	63368544	Scate00646	KIF13B	
Scate-ma1	63369756	63388246	Scate00647	Putative saccharopine dehydrogenase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	63404918	63429808	Scate00648	Consortin-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	63438255	63452524	Scate00649	Tfb2m	
Scate-ma1	63694537	63702090	Scate00650	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	63866502	63873291	Scate00651	Kif26b	
Scate-ma1	64132162	64145181	Scate00652	Efcab2	
Scate-ma1	64155807	64166104	Scate00653	Hnrnpu	
Scate-ma1	64169798	64175590	Scate00654	Protein FAM36A-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	64186491	64197559	Scate00655	DESI2	
Scate-ma1	64245788	64281002	Scate00656	L345_15359	
Scate-ma1	64293089	64323810	Scate00657	ADSS	
Scate-ma1	64446489	64452381	Scate00658	ZBTB18	
Scate-ma1	64868642	64894709	Scate00659	Centrosomal protein of 170 kDa-like isoform 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	65015924	65045788	Scate00660	PLD5	
Scate-ma1	65082740	65094429	Scate00661	MAP1LC3C	
Scate-ma1	65107138	65130454	Scate00662	EXO1	
Scate-ma1	65147063	65192542	Scate00663	Wdr64	
Scate-ma1	65197311	65210385	Scate00664	OPN3	
Scate-ma1	65403288	65433338	Scate00665	RGS7	
Scate-ma1	66556481	66573987	Scate00666	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	66604905	66624718	Scate00667	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	66641294	66728047	Scate00668	RYR3	
